url_length,path_length,ip_present,number_of_digits,number_of_parameters,number_of_fragments,is_url_encoded,number_encoded_char,host_length,number_of_periods,has_client,has_admin,has_server,has_login,number_of_dashes,have_at_sign,is_tiny_url,number_of_spaces,number_of_zeros,number_of_uppercase,number_of_lowercase,number_of_double_slashes,target
46,24,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,37,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
39,19,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,30,1,0
70,25,0,6,2,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,50,1,0
50,30,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,42,1,0
47,19,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,37,1,0
66,30,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,53,1,0
28,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
63,40,0,0,0,0,0,0,16,3,0,0,0,0,0,0,1,0,0,0,53,1,0
32,1,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
29,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
35,16,0,7,0,0,0,0,12,2,0,0,0,0,0,0,0,0,3,0,20,1,0
40,1,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,34,1,0
30,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
36,1,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,30,1,0
21,1,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,15,1,0
25,1,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
40,13,0,2,0,0,0,0,20,2,0,0,0,0,0,0,0,0,1,0,30,1,0
55,21,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,48,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
36,1,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,30,1,0
40,17,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,33,1,0
43,13,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,35,1,0
33,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,28,1,0
32,1,0,0,0,0,0,0,24,2,0,0,0,0,0,0,1,0,0,0,26,1,0
27,1,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,20,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
69,42,0,6,0,0,0,0,20,3,0,0,0,0,0,0,0,0,4,0,52,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
23,1,0,1,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,16,1,0
23,1,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,16,1,0
50,14,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,41,1,0
118,84,0,50,1,0,0,0,14,2,0,0,0,0,0,0,0,0,6,0,58,1,0
48,25,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,40,1,0
30,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
26,1,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,19,1,0
26,0,0,0,0,0,0,0,19,2,0,0,0,0,1,0,0,0,0,0,20,1,0
61,39,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,52,1,0
33,9,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,26,1,0
43,20,0,5,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,30,1,0
33,1,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,27,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
49,24,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,41,1,0
36,12,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,29,1,0
40,16,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,32,1,0
25,1,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,18,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
23,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,18,1,0
30,10,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,24,1,0
47,24,0,8,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,30,1,0
41,17,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,33,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
25,1,0,1,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,18,1,0
44,14,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,36,1,0
28,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
32,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,27,1,0
80,54,0,12,0,0,0,0,19,4,0,0,0,0,1,0,0,0,9,0,55,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
40,4,0,0,1,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,31,1,0
40,15,0,0,0,0,0,0,18,3,0,0,0,0,0,0,1,0,0,0,33,1,0
31,14,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,24,1,0
26,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
29,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
28,1,0,0,0,0,0,0,20,3,0,0,0,0,1,0,0,0,0,0,20,1,0
55,33,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,45,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
45,19,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,37,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
26,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
19,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
44,20,0,4,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,31,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
39,15,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,32,1,0
32,15,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,24,1,0
40,15,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,33,1,0
36,13,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,29,1,0
24,1,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,17,1,0
19,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
34,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,29,1,0
21,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
62,11,0,2,2,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,47,1,0
26,1,0,1,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,19,1,0
22,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
31,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
27,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
27,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
47,9,0,0,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,41,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
30,7,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,23,1,0
46,21,0,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,2,0,35,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
61,37,0,8,0,0,1,2,17,3,0,0,0,0,0,0,0,2,3,0,43,1,0
31,5,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,23,1,0
28,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,22,1,0
31,1,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,24,1,0
26,1,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,20,1,0
49,19,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,40,1,0
45,22,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,36,1,0
25,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,19,1,0
78,41,0,0,0,0,0,0,30,4,0,0,0,0,1,0,0,0,0,0,66,1,0
70,40,0,3,0,0,0,0,23,3,0,0,0,0,0,0,0,0,2,0,57,1,0
68,39,0,5,0,0,0,0,22,3,0,0,0,0,0,0,0,0,3,0,53,1,0
47,26,0,1,0,0,0,0,14,3,0,0,0,0,0,0,1,0,0,0,37,1,0
42,18,0,5,0,0,0,0,17,3,0,0,0,0,0,0,0,0,1,0,29,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,0,18,1,0
37,8,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,29,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
53,12,0,5,1,0,0,0,17,3,0,0,0,0,0,0,0,0,2,0,38,1,0
29,1,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,22,1,0
22,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
41,17,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,33,1,0
37,17,0,5,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,24,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
62,10,0,0,2,0,0,0,22,3,0,0,0,0,1,0,0,0,0,0,50,1,0
36,12,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,28,1,0
37,1,0,0,0,0,0,0,29,3,0,0,0,0,2,0,0,0,0,0,28,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
28,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
28,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
22,1,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,15,1,0
30,1,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,23,1,0
29,6,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,21,1,0
52,29,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,42,1,0
54,28,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,43,1,0
43,19,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,0,0,35,1,0
30,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
25,1,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,0,0,0,24,1,0
59,30,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,49,1,0
37,10,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,30,1,0
53,34,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,42,1,0
42,0,0,1,0,0,0,0,35,3,0,0,0,0,4,0,1,0,0,0,31,1,0
59,19,0,7,1,0,0,0,16,3,0,0,0,0,0,0,0,0,1,0,42,1,0
46,22,0,4,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,33,1,0
31,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,25,1,0
23,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,17,1,0
46,23,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,38,1,0
38,15,0,6,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,23,1,0
26,1,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,20,1,0
31,1,0,2,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,23,1,0
22,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
28,1,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,0,0,0,24,1,0
55,35,0,1,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,44,1,0
67,39,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,54,1,0
30,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
22,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
32,1,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
22,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
27,6,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,18,1,0
33,9,0,2,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,24,1,0
27,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,1,0,0,0,21,1,0
61,42,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,51,1,0
26,1,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,20,1,0
83,63,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,68,1,0
30,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
28,1,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,21,1,0
32,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,27,1,0
25,1,0,0,0,0,0,0,17,2,0,0,0,0,1,0,0,0,0,0,18,1,0
34,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,28,1,0
31,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
21,1,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,15,1,0
84,59,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,69,1,0
28,1,0,0,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,21,1,0
61,32,0,1,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,50,1,0
27,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
33,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,28,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
30,12,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,22,1,0
34,10,0,3,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,24,1,0
19,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
62,12,0,5,2,0,0,0,14,3,0,0,0,0,0,0,0,0,1,0,44,1,0
39,4,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,31,1,0
27,0,0,3,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,19,1,0
42,18,0,5,0,0,0,0,17,3,0,0,0,0,0,0,0,0,2,0,29,1,0
39,13,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,31,1,0
39,17,0,6,0,0,0,0,15,3,0,0,0,0,0,0,0,0,2,0,25,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
27,1,0,1,0,0,0,0,19,2,0,0,0,0,1,0,0,0,0,0,19,1,0
31,11,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,23,1,0
37,1,0,4,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,26,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,1,0,0,0,0,0,17,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,0,18,1,0
37,1,0,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,31,1,0
33,1,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,26,1,0
60,27,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,51,1,0
34,10,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,27,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
36,9,0,0,0,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,27,1,0
27,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,22,1,0
33,1,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,27,1,0
55,20,0,6,0,0,0,0,28,4,0,0,0,0,0,0,0,0,2,0,40,1,0
35,14,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,26,1,0
94,17,0,17,3,0,0,0,18,3,0,0,0,0,0,0,1,0,3,0,61,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
50,25,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,40,1,0
52,16,0,0,0,0,0,0,29,2,0,0,0,0,1,0,0,0,0,0,43,1,0
25,1,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,18,1,0
31,11,0,0,0,0,0,0,13,2,0,0,0,0,2,0,0,0,0,0,22,1,0
62,37,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,51,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
43,20,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,35,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
26,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,22,1,0
36,19,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,27,1,0
24,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,20,1,0
39,20,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,30,1,0
30,1,0,2,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,22,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
63,44,0,8,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,0,43,1,0
36,12,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,29,1,0
22,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,17,1,0
42,18,0,5,0,0,0,0,17,3,0,0,0,0,0,0,0,0,1,0,29,1,0
35,11,0,2,0,0,0,0,17,2,0,0,0,0,0,0,0,0,1,0,25,1,0
21,1,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,14,1,0
31,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
51,28,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,40,1,0
59,15,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,48,1,0
38,14,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,31,1,0
46,22,0,2,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,34,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,1,0,1,0,0,0,18,1,0
19,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
20,1,0,1,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,13,1,0
39,15,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,30,1,0
24,1,0,0,0,0,0,0,16,2,0,0,0,0,2,0,1,0,0,0,16,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
20,0,0,1,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,14,1,0
28,1,0,1,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,21,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
45,15,0,8,1,0,0,0,11,2,0,0,0,0,0,0,0,0,1,0,28,1,0
54,14,0,9,2,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,33,1,0
28,11,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,21,1,0
35,11,0,2,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,25,1,0
30,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,0,0,0,24,1,0
64,37,0,13,0,0,0,0,20,3,0,0,0,0,1,0,0,0,6,0,42,1,0
42,18,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,34,1,0
38,14,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,31,1,0
31,13,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,24,1,0
31,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,27,1,0
23,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,19,1,0
28,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
18,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
20,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,15,1,0
30,1,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
36,13,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,28,1,0
22,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
37,10,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,28,1,0
36,1,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,30,1,0
35,12,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,27,1,0
24,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,0,0,19,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
32,1,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,26,1,0
31,1,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,25,1,0
20,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,15,1,0
37,16,0,1,0,0,0,0,14,2,0,0,0,0,0,0,1,0,0,0,28,1,0
64,38,0,3,0,0,0,0,19,2,0,0,0,0,0,0,0,0,3,0,53,1,0
46,26,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,38,1,0
19,1,0,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,13,1,0
27,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
48,29,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,38,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
23,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,17,1,0
26,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
68,37,0,4,1,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,50,1,0
23,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,18,1,0
27,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
27,1,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,21,1,0
36,1,0,0,0,0,0,0,28,2,0,0,0,0,2,0,0,0,0,0,28,1,0
56,27,0,1,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,46,1,0
25,1,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,18,1,0
25,1,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,19,1,0
19,1,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,13,1,0
29,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,24,1,0
48,30,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,39,1,0
21,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,16,1,0
29,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,23,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
30,4,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,22,1,0
60,35,0,0,0,0,0,0,18,4,0,0,0,0,0,0,1,0,0,0,49,1,0
20,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,14,1,0
46,21,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,36,1,0
17,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,0,0,0,13,1,0
34,13,0,4,0,0,0,0,14,2,0,0,0,0,0,0,0,0,1,0,23,1,0
19,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,15,1,0
25,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,20,1,0
26,1,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,20,1,0
57,36,0,8,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,36,1,0
63,11,0,0,2,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,51,1,0
